Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating,Outlet Age,Visibility Efficiency
Regular,FDT24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.311090379,13.3,232.53,4.6,7,7.474676676
Regular,FDU12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.126791761,12.6,160.289,4.6,5,12.64190975
Regular,FDU60,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.100262068,19.35,163.318,4.6,8,16.28911145
Regular,FDM12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.117026714,13.65,47.7402,4.6,9,4.07942754
Low Fat,FDW24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037465846,5.78,162.855,4.6,11,43.46758912
Low Fat,FDY59,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.031377308,7.02,82.425,4.6,11,26.26898394
Low Fat,FDS12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.173973652,8.52,151.768,4.6,11,8.723619827
Low Fat,FDZ12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.102893121,7.52,182.995,4.6,11,17.7849596
Low Fat,FDA23,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04714777,14.85,123.007,4.6,11,26.08967508
Low Fat,FDI24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.078678276,11.1,175.471,4.6,11,22.3023443
Low Fat,FDT36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.062343432,19.1,146.842,4.6,11,23.55372415
Low Fat,FDC37,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032845997,16.7,144.61,4.6,11,44.02667394
Low Fat,FDO12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.054884821,12.6,220.477,4.6,5,40.17085161
Low Fat,FDP60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.062343432,12.6,92.9804,4.6,5,14.91422545
Low Fat,FDW48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.008533716,6.055,159.958,4.6,7,187.4423756
Low Fat,FDO60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.034340926,7.285,173.205,4.6,7,50.43690435
Low Fat,FDS60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032421521,17.25,253.572,4.6,7,78.21101299
Regular,FDI60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03828933,7.905,250.441,4.6,7,65.40751692
Regular,FDM60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.062343432,5.655,147.51,4.6,7,23.66087257
Regular,FDO48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02681843,14,143.479,4.6,7,53.50014896
Regular,FDV12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06082402,20.25,191.516,4.6,7,31.48690271
Regular,FDZ23,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.067446626,16.85,113.454,4.6,7,16.82130104
Regular,FDJ60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.062476391,6.78,94.212,4.6,7,15.07961623
Low Fat,FDV24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.103693024,7.02,150.073,4.6,8,14.47281545
Low Fat,FDU36,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.046459438,17,171.711,4.6,8,36.95933644
Low Fat,FDX23,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.029812714,17.75,160.426,4.6,8,53.81126992
Low Fat,FDA11,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.043414959,8.51,194.248,4.6,8,44.74218207
Low Fat,FDG24,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01469075,12.6,175.205,4.6,8,119.2621207
Low Fat,FDD48,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.030281543,19.6,104.096,4.6,8,34.37605541
Low Fat,FDT60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.075856062,17.35,102.002,4.6,3,13.44678293
Low Fat,FDD36,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.02136022,14.1,140.25,4.6,3,65.65943609
Low Fat,FDY48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.023831558,7.26,118.415,4.6,3,49.68831664
Low Fat,FDR60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.130946374,6.96,90.9146,4.6,3,6.942887934
Low Fat,FDX60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.080922439,9.6,166.116,4.6,3,20.52780441
Low Fat,FDQ24,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.073966786,17.25,261.191,4.6,3,35.31193041
Regular,FDT12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.049823839,5.035,228.204,4.6,8,45.80217113
Regular,FDG12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.006351876,13.65,261.194,4.6,8,411.2076495
Regular,FDP48,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.044202545,17.7,100.767,4.6,8,22.79665119
Regular,FDX36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.128805815,15.5,145.642,4.6,8,11.30709821
Regular,FDL24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.024998007,8.26,122.573,4.6,8,49.03310892
Regular,FDA47,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.117149075,6.635,121.11,4.6,3,10.3381098
Regular,FDB12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.105736638,15,185.927,4.6,3,17.58397122
Regular,FDT24,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.186616421,11.35,168.379,4.6,3,9.022732249
Regular,FDR12,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.031663212,18.7,183.329,4.6,3,57.89968497
Regular,FDX11,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107186944,13.15,82.7566,4.6,6,7.72077241
Regular,FDZ23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.067777778,17.5,184.727,4.6,6,27.25480319
Low Fat,FDW36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.056656942,20.1,60.6536,4.6,6,10.70541365
Low Fat,FDF12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.082028694,12.35,119.212,4.6,6,14.53296331
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060405784,16,210.79,4.6,6,34.89566496
Low Fat,FDL36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.075707087,17.2,159.658,4.6,6,21.08891074
Low Fat,FDP24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.082602127,10.395,58.022,4.6,6,7.024274326
Low Fat,FDQ12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03523927,17.6,163.555,4.6,6,46.41270946
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.129783577,13.15,142.481,4.6,6,10.9783536
Low Fat,FDU36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.062343432,15.1,131.531,4.6,6,21.09781188
Low Fat,FDY36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.009364957,16,57.5246,4.6,6,61.42537547
Regular,FDA47,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.116108797,9.8,250.141,4.6,6,21.54367339
Regular,FDB37,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.022829734,15.35,149.773,4.6,6,65.60435614
Regular,FDH60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.080346058,20.2,175.603,4.6,6,21.85583268
Regular,FDR24,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.062547321,9.27,148.105,4.6,12,23.67887187
Regular,FDV48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.051366901,13.8,245.78,4.6,12,47.84793227
Regular,FDZ59,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.103517853,19.6,45.5718,4.6,12,4.402313097
Low Fat,FDA11,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.043029436,20.5,75.0696,4.6,12,17.44610364
Low Fat,FDO23,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.147023834,21.25,185.261,4.6,12,12.60074608
Regular,FDO11,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.030311951,12.8,261.425,4.6,12,86.24486098
Regular,FDQ47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.169137707,20.35,232.762,4.6,9,13.76168591
Low Fat,FDU11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.092576144,7.655,117.749,4.6,9,12.71915149
Regular,FDU47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.190569038,14.5,154.5,4.6,9,8.107298102
Low Fat,FDW59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.020698674,17.75,256.067,4.6,9,123.7117895
Low Fat,FDU23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.021811987,7.035,262.691,4.6,9,120.4342365
Regular,FDU47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.114318263,9.6,186.621,4.6,9,16.32468821
Regular,FDR11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.142419608,16.6,108.86,4.6,9,7.643610422
Regular,FDY35,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.0160526,6.38,144.047,4.6,9,89.73437325
Regular,FDY35,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.016024651,5.5,100.102,4.6,9,62.46750709
Low Fat,FDU59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.096536082,16.85,144.976,4.6,9,15.01780443
Regular,FDX35,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.080072603,20.75,104.162,4.6,9,13.00844435
Low Fat,FDW59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.020711996,9.695,224.84,4.6,9,108.5554478
Low Fat,FDV59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.0586417345,7.895,100.733,4.6,9,17.17769791
Low Fat,FDV35,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.128728258,10.5,48.8376,4.6,9,3.793852318
Low Fat,FDR47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.0586417345,20.5,83.7592,4.6,9,14.28320644
Low Fat,FDV59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.048124443,11.3,96.3094,4.6,9,20.01257448
Low Fat,FDS23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.141108156,15.25,179.866,4.6,9,12.74667639
Low Fat,FDS47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.12888573,13.35,217.617,4.6,1,16.8844914
Low Fat,FDS47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.12961476,12.6,33.4874,4.6,1,2.583610077
Low Fat,FDU35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0586417345,15.7,179.763,4.6,1,30.65444799
Low Fat,FDP11,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.068765925,19.5,155.331,4.6,1,22.58836771
Low Fat,FDR23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08139146,6.98,82.4934,4.6,1,10.13538767
Low Fat,FDQ23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024407061,13.8,246.28,4.6,1,100.9052257
Regular,FDP59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.056580228,7.5,177.903,4.6,1,31.44260925
Low Fat,FDT59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0586417345,5.46,185.224,4.6,1,31.58569602
Low Fat,FDU59,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.096386227,12.6,93.6094,4.6,5,9.711906246
Low Fat,FDS23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.141174838,12.6,109.194,4.6,5,7.734664445
Low Fat,FDS35,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.11144608,12.6,159.758,4.6,5,14.33500398
Low Fat,FDX59,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.051766042,12.6,121.607,4.6,5,23.49165501
Regular,FDS11,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05587277,12.6,62.4194,4.6,5,11.17170314
Low Fat,FDV23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.105816753,12.6,178.432,4.6,5,16.86235827
Regular,FDS59,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04407225,12.6,177.237,4.6,5,40.21510134
Regular,FDY35,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.016060186,12.6,182.061,4.6,5,113.3617008
Regular,FDZ35,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.022278477,12.6,235.259,4.6,5,105.5992292
Low Fat,FDR23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.081914677,12.6,173.574,4.6,5,21.18960928
Low Fat,FDS23,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.246678647,12.15,151.471,4.5,3,6.140417983
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0586417345,11.65,227.069,4.5,1,38.72139901
Low Fat,FDW47,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.046375227,17.6,160.692,4.5,6,34.65039643
Regular,FDS11,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.055558509,5.465,132.563,4.5,1,23.86007155
Regular,FDQ59,Breads,2011,OUT010,Tier 3,Small,Grocery Store,0.056386541,17.85,196.579,4.5,12,34.86275209
Regular,FDR59,Breads,2011,OUT010,Tier 3,Small,Grocery Store,0.063863551,6.67,130.063,4.5,12,20.36576388
Regular,FDP59,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.056465714,7.63,95.4436,4.5,6,16.9029298
Regular,FDY47,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054594957,16.85,91.4488,4.5,7,16.75041158
Regular,FDZ35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022404493,13,46.306,4.5,1,20.6681758
Low Fat,FDV59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048017962,8.695,95.5094,4.5,11,19.89034853
Low Fat,FDV47,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.054197299,13.35,216.717,4.5,8,39.98667904
Low Fat,FDP11,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.11566015,12.6,164.518,4.5,5,14.22425961
Regular,FDT11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.049163321,13.6,175.437,4.5,9,35.68452994
Regular,FDR59,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.106894492,12.6,231.764,4.5,5,21.68156616
Low Fat,FDW47,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.046336634,14.3,78.6328,4.5,3,16.96989902
Regular,FDY47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05443912,20.7,123.439,4.5,11,22.67468688
Regular,FDR59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.063810405,6.57,259.728,4.5,9,40.70307969
Regular,FDX47,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.034745307,16.6,175.574,4.5,8,50.53171641
Regular,FDN23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.075142108,19,104.362,4.5,6,13.88861755
Regular,FDS59,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.04368089,9,152.202,4.5,3,34.84407026
Regular,FDZ35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022170592,20.35,120.907,4.5,11,54.5348541
Regular,FDR59,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.063993068,17.7,165.982,4.5,3,25.93749686
Low Fat,FDW47,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.046447328,17.5,141.718,4.5,12,30.51155063
Regular,FDV11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.081794766,17,125.073,4.5,9,15.2910762
Regular,FDR59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.063962842,11.85,96.4726,4.5,7,15.08260061
Low Fat,FDR23,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.143199389,20.85,192.248,4.5,12,13.42519695
Low Fat,FDS23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.140889111,13.6,176.737,4.5,11,12.54440451
Low Fat,FDR35,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.020697723,12.15,253.704,4.5,3,122.5758022
Low Fat,FDP23,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03558013,12.8,226.04,4.5,3,63.52984095
Regular,FDQ59,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.056375879,12.15,122.973,4.5,12,21.81305235
Regular,FDS59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.043885147,20.5,108.96,4.5,11,24.82844594
Low Fat,FDV59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.080387424,4.635,128.299,4.5,11,15.96008351
Regular,FDY35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026827052,6.65,149.573,4.5,11,55.75454209
Low Fat,FDS35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.111127966,16.7,110.189,4.5,11,9.915505877
Regular,FDQ47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.168871496,5.19,195.911,4.5,11,11.60118816
Regular,FDY35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.016092971,18.2,38.419,4.5,11,23.87315555
Regular,FDT23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075035902,10.5,159.295,4.5,11,21.22917107
Regular,FDT11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02923013,12.85,185.161,4.5,11,63.34593791
Low Fat,FDW11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049058014,19.6,150.902,4.5,11,30.75990805
Regular,FDO11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030118338,7.285,174.705,4.5,11,58.00618879
Low Fat,FDW35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.011106465,8.51,195.648,4.5,11,176.15686
Regular,FDT47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02454694,12.15,149.071,4.5,11,60.7289544
Regular,FDZ35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0586417345,19.6,88.7514,4.5,11,15.13451141
Low Fat,FDQ23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042941559,19.1,183.761,4.5,11,42.79327632
Regular,FDX47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.060587738,17.75,34.8216,4.5,11,5.747301541
Regular,FDX47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034604343,6.405,128.768,4.5,11,37.21151417
Low Fat,FDS23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.141686037,12.35,119.112,4.5,11,8.406756412
Low Fat,FDU11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0931174,20.75,161.558,4.5,11,17.34992601
Low Fat,FDO23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.147255604,21.25,120.876,4.5,11,8.208584035
Regular,FDT11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029366813,16.2,156.797,4.5,11,53.39258298
Regular,FDS11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055548003,16,225.64,4.5,11,40.62072222
Low Fat,FDR23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13689554,8.115,154.997,4.5,11,11.32228267
Regular,FDV11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.136695145,19.7,256.101,4.5,11,18.73519356
Regular,FDS59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.073468631,11.8,223.577,4.5,11,30.43162734
Low Fat,FDR23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.082120687,8.35,76.5354,4.5,11,9.319868452
Low Fat,FDR47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.087824967,20.1,152.137,4.5,11,17.3227506
Regular,FDT11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029492018,7.59,172.908,4.5,11,58.6287449
Regular,FDV11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0586417345,5.095,141.884,4.5,11,24.19505514
Regular,FDS11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055644887,17.25,93.412,4.5,11,16.78716681
Low Fat,FDV23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.185306514,12.6,233.164,4.5,5,12.58261218
Regular,FDQ11,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.118535581,12.6,163.221,4.5,5,13.76978951
Low Fat,FDW59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.020715913,12.6,93.0462,4.5,5,44.91532669
Low Fat,FDW59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.020833091,12.6,185.061,4.5,5,88.83031327
Regular,FDT47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.02455854,12.6,254.101,4.5,5,103.46747
Regular,FDU47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.114085368,12.6,195.248,4.5,5,17.11420171
Regular,FDX47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.034800079,12.6,160.955,4.5,5,46.25133179
Low Fat,FDS47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.128861359,12.6,78.6618,4.5,5,6.104374547
Low Fat,FDU59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.096306016,12.6,113.283,4.5,5,11.76281656
Low Fat,FDP23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.0586417345,12.6,110.657,4.5,5,18.87000801
Low Fat,FDU23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.021705417,12.6,141.647,4.5,5,65.25882456
Regular,FDN23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.075444922,12.6,173.074,4.5,5,22.94044389
Regular,FDT23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.074669288,12.6,172.676,4.5,5,23.12543813
Low Fat,FDV47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.054162439,12.6,257.73,4.5,5,47.58463702
Low Fat,FDT59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.015976249,12.6,131.028,4.5,5,82.01424502
Regular,FDQ11,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.06797671,12.6,159.026,4.5,5,23.39418898
Regular,FDZ35,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.02236923,12.6,212.19,4.5,5,94.85798125
Low Fat,FDU23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021618297,12.65,231.401,4.5,7,107.0394213
Low Fat,FDP23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.035414528,5.655,165.05,4.5,7,46.60516724
Low Fat,FDU11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.092145264,16.75,87.6856,4.5,7,9.516018099
Low Fat,FDU35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.078831762,8.895,178.437,4.5,7,22.63516576
Low Fat,FDU59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.095919472,12.1,163.553,4.5,7,17.05107384
Regular,FDX47,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03443677,17.25,92.412,4.5,7,26.83526939
Low Fat,FDU11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.092781435,5.155,246.078,4.5,7,26.52233176
Low Fat,FDU23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021757269,6.695,219.446,4.5,7,100.8610042
Regular,FDN23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.075625152,12.15,252.17,4.5,7,33.34472637
Regular,FDY35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.028062401,6.425,175.371,4.5,7,62.49322715
Low Fat,FDR47,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.087963415,16.75,255.399,4.5,7,29.03468448
Regular,FDV11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.081652352,7.685,145.276,4.5,7,17.79201657
Regular,FDY47,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054220618,18,158.96,4.5,7,29.31726083
Low Fat,FDQ23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.024521191,18.2,43.0086,4.5,7,17.53936014
Low Fat,FDW35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.011111714,6.57,191.482,4.5,7,172.3244497
Low Fat,FDT59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015943701,6.635,174.94,4.5,7,109.723583
Regular,FDS59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.043982464,8.97,52.7956,4.5,7,12.00378405
Low Fat,FDU23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.036360676,13.15,179.569,4.5,7,49.38549547
Low Fat,FDW11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.048741487,20.2,94.1462,4.5,7,19.31541399
Low Fat,FDW35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.011134397,21.25,182.361,4.5,7,163.7816579
Low Fat,FDO23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0586417345,9.395,107.228,4.5,7,18.28527088
Regular,FDT35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.081916124,17.85,189.719,4.5,7,23.16015343
Low Fat,FDU23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021719387,8.115,154.897,4.5,7,71.31739031
Regular,FDQ47,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.168154574,8.975,103.399,4.5,7,6.149044747
Regular,FDX47,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.034575546,10.3,77.896,4.5,7,22.52921762
Regular,FDT47,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02439015,11.35,87.9856,4.5,7,36.07423489
Low Fat,FDW11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0489808,11.85,164.753,4.5,7,33.63624114
Regular,FDN23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.075507758,15.1,219.417,4.5,7,29.05886836
Low Fat,FDP11,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.069087481,6.675,34.9874,4.5,8,5.064217061
Regular,FDX35,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0586417345,5.82,170.379,4.5,3,29.05422247
Low Fat,FDS35,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.11184963,17.6,160.455,4.5,3,14.34559953
Regular,FDP59,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.094512029,11.65,151.102,4.5,8,15.98759455
